customer_id,first_name,last_name,email,phone,home_club_id,membership_tier,member_since,lifetime_spend,total_visits,avg_basket_size,last_visit_date,spend_grocery,spend_fresh_produce,spend_meat_seafood,spend_bakery,spend_frozen_foods,spend_beverages,spend_household,spend_electronics,spend_health_beauty,spend_home_garden,spend_apparel,spend_gas_station
BJ-0102799,Mike,Garcia,kelsey05@example.com,(648)978-4041,1013,Club,2021-04-16,24371.32,122,199.76,2025-12-29,3607.85,1834.7,2634.04,1192.45,2019.77,3337.07,3939.79,2199.05,869.95,1061.56,546.85,1159.85
BJ-0102800,Erin,Villarreal,kfreeman@example.com,556-999-2291,1017,Inner Circle,2025-09-01,929.51,17,54.68,2025-09-01,249.94,84.12,153.06,47.42,61.98,89.15,150.61,58.05,61.56,39.81,20.89,45.54
BJ-0102801,Courtney,Sanders,emily47@example.com,001-733-409-9479x141,1004,Club,2024-03-18,2389.81,45,53.11,2026-01-08,533.94,221.56,282.91,92.16,151.4,284.75,360.79,246.55,113.98,131.75,82.39,96.49
BJ-0102802,Kevin,Mcdonald,dhenry@example.com,765-837-4667,1001,Club,2024-11-20,2355.72,6,392.62,2026-01-17,573.04,151.91,215.14,149.59,238.75,240.23,204.95,233.0,116.42,119.81,56.6,120.65
BJ-0102803,Nicholas,Young,delgadojanice@example.org,(685)995-2417x1687,1018,Inner Circle,2016-07-11,53667.63,390,137.61,2026-01-04,8345.77,6005.7,5669.37,2067.3,3622.15,5903.92,6021.3,3498.15,2758.05,2510.2,1876.24,1906.06
BJ-0102804,Danielle,Nelson,glenmiller@example.org,302-688-3149,1007,Club,2023-10-16,8201.07,32,256.28,2025-12-31,1508.19,813.46,952.03,387.54,905.31,805.69,778.47,582.34,494.69,289.76,289.42,549.63
BJ-0102805,Judith,Williams,hollandlisa@example.com,281-457-9619x423,1001,Club,2021-06-08,9142.16,84,108.84,2025-12-24,2152.42,888.39,1263.74,428.23,939.64,1238.48,999.94,656.25,484.12,508.32,223.35,478.35
BJ-0102806,Marc,Steele,josechan@example.net,7809709278,1001,Club,2024-09-30,1820.02,39,46.67,2025-12-27,509.56,127.99,285.55,102.58,125.46,165.08,156.0,136.94,120.99,54.79,73.69,87.88
BJ-0102807,Heather,Martin,gregory47@example.org,(469)215-4666,1008,Business,2020-03-17,94468.08,391,241.61,2025-12-27,21354.07,7502.81,9721.39,3312.4,10478.42,11614.49,15822.95,9364.69,3456.91,3819.76,2215.51,5955.69
BJ-0102808,Ashley,Hernandez,jaclyncortez@example.net,+1-770-286-3344x5397,1019,Club,2023-06-22,3456.27,38,90.95,2026-01-11,636.2,197.87,554.03,133.49,286.29,364.96,420.35,304.7,209.19,115.77,77.93,224.69
BJ-0102809,Destiny,Watts,pedro98@example.org,(884)440-2783,1002,Inner Circle,2020-08-22,24322.05,264,92.13,2026-01-08,6362.19,1780.66,3637.17,1342.65,1491.01,1968.93,2206.73,1908.88,1676.91,804.14,685.49,1549.33
BJ-0102810,Rebecca,Odonnell,daniel47@example.net,4448751537,1008,Club,2024-05-07,5394.99,48,112.4,2026-01-07,1372.98,479.06,689.39,312.79,390.37,525.75,818.01,418.13,312.24,251.3,211.83,272.6
BJ-0102811,Katherine,Smith,johnholmes@example.org,+1-700-729-7806x78246,1005,Inner Circle,2024-10-12,4776.4,64,74.63,2025-12-22,879.81,415.18,450.22,174.58,482.1,375.45,456.33,420.1,289.4,134.81,144.65,272.7
BJ-0102812,Edward,Cisneros,andersonamy@example.com,+1-503-658-3223x272,1019,Club,2022-01-24,6602.72,80,82.53,2026-01-09,1155.66,541.1,773.6,384.31,420.2,625.95,689.3,478.33,395.37,199.75,261.69,379.24
BJ-0102813,Rachel,Ibarra,blackangela@example.net,+1-614-889-9482x23322,1017,Inner Circle,2017-03-01,17741.64,391,45.38,2025-12-30,4546.89,1843.09,1610.76,710.14,1614.25,2425.45,1654.11,1727.61,705.48,968.93,670.68,800.02
BJ-0102814,David,Silva,gmiller@example.net,786-432-1337,1018,Business,2024-02-02,11530.06,105,109.81,2026-01-20,1878.61,889.09,1658.24,639.09,701.72,976.55,1640.22,1096.42,649.33,417.77,281.66,495.89
BJ-0102815,Ebony,Bryan,sean27@example.org,001-904-589-9744x225,1007,Club,2021-06-16,26013.38,121,214.99,2025-12-29,7065.65,2679.61,3033.34,1419.58,2682.14,1912.81,3349.43,2037.46,1257.39,983.37,896.15,1290.43
BJ-0102816,Zachary,Shaffer,warrenkrista@example.com,532-800-6083x077,1007,Inner Circle,2014-06-09,22952.87,217,105.77,2025-10-06,6017.41,2174.6,2662.41,1594.87,1757.34,1999.47,2840.98,2500.75,1336.76,1112.22,561.68,835.6
BJ-0102817,Kathleen,Best,bonnie77@example.org,001-457-533-3538x3790,1001,Inner Circle,2023-01-05,16417.89,132,124.38,2026-01-02,3441.45,1333.86,1875.55,1070.98,1193.0,1899.47,1928.82,1276.75,1110.64,780.32,530.34,674.97
BJ-0102818,Kaitlin,Rocha,kimberly05@example.com,+1-947-861-9278x120,1008,Club,2023-09-22,5583.95,44,126.91,2026-01-18,1070.94,593.07,757.56,271.68,477.36,427.71,886.33,510.17,280.57,277.64,164.69,285.53
BJ-0102819,Natasha,Salinas,eric42@example.com,761-773-7201x70117,1004,Business,2019-04-18,16422.93,366,44.87,2026-01-07,2600.05,1335.91,2473.13,862.66,1781.27,2182.37,2032.39,995.98,979.72,623.72,615.86,752.34
BJ-0102820,Steve,Phillips,michealwilliams@example.com,944.949.9890x716,1018,Business,2020-09-19,14031.73,254,55.24,2026-01-02,3481.91,873.68,1735.81,740.82,1228.74,1337.23,2187.74,1024.23,729.41,469.04,463.47,587.94
BJ-0102821,Jennifer,Williams,patricktiffany@example.net,(930)308-3341,1017,Club,2023-08-26,3150.82,37,85.16,2026-01-16,873.36,196.43,337.32,179.82,331.08,256.36,392.65,349.15,146.78,131.55,112.07,156.79
BJ-0102822,Kristy,Smith,christinalee@example.org,203.654.3137x31295,1024,Club,2024-12-13,3957.56,38,104.15,2026-01-12,1038.79,389.13,455.55,184.29,363.39,341.46,452.28,402.28,167.7,202.58,128.99,209.37
BJ-0102823,Michele,Kerr,wiseamber@example.net,(499)573-2292x780,1006,Club,2023-10-22,9566.84,78,122.65,2026-01-06,2296.11,742.23,1362.02,345.7,744.84,1314.66,1263.98,803.25,417.69,399.53,366.33,448.16
BJ-0102824,Bailey,Ryan,morgandavis@example.org,(320)646-7863x03816,1003,Inner Circle,2024-08-23,8233.77,79,104.22,2026-01-12,1175.25,811.6,768.94,547.25,696.57,839.74,736.44,522.57,535.08,385.65,189.26,484.48
BJ-0102825,Taylor,James,qbradford@example.com,991-418-5101x542,1017,Club,2023-10-12,3262.29,89,36.65,2026-01-05,815.34,256.51,513.28,179.58,217.68,240.89,426.15,286.25,212.38,94.88,124.77,160.5
BJ-0102826,Jeremy,Doyle,foxderek@example.net,423-902-2727x5215,1002,Inner Circle,2017-12-06,97319.78,433,224.76,2026-01-17,22920.42,9130.89,15595.1,4962.38,9587.14,11364.53,15835.02,9100.26,4020.07,4753.0,2775.32,4274.74
BJ-0102827,Sarah,Estrada,cesarmartinez@example.com,941.966.3826,1001,Inner Circle,2023-05-25,12106.56,113,107.14,2026-01-12,2539.11,960.26,1092.18,548.06,766.92,986.79,1361.51,723.45,753.51,549.78,457.56,571.12
BJ-0102828,Scott,Marshall,krodriguez@example.net,001-846-505-3465x740,1015,Business,2024-02-10,6931.55,91,76.17,2026-01-14,1738.01,537.09,824.43,457.07,629.23,879.16,1033.94,611.01,424.04,331.54,215.47,279.44
BJ-0102829,Stephanie,Harrington,sdavis@example.com,001-262-392-9177x36053,1004,Inner Circle,2017-03-03,21994.88,242,90.89,2025-10-29,4739.26,1403.69,1901.81,827.32,2404.43,1594.26,2720.24,2079.47,941.58,1209.66,472.38,1447.33
BJ-0102830,Anthony,Atkinson,hfernandez@example.net,(263)574-1987,1012,Business,2018-09-27,23179.28,401,57.8,2025-07-26,6155.76,1575.12,2560.3,870.99,2485.84,2476.18,2122.44,1813.93,1120.51,682.01,655.98,1048.9
BJ-0102831,Brian,Robertson,jerrycraig@example.org,444.654.5447x2787,1005,Club,2025-08-11,2739.59,12,228.3,2025-12-27,674.76,203.61,442.3,120.44,206.73,229.47,353.72,306.72,164.74,112.86,114.08,100.6
BJ-0102832,Erica,Parks,bryantandrew@example.com,+1-367-599-4206,1008,Inner Circle,2017-06-12,35621.38,461,77.27,2026-01-04,8142.47,2396.57,5943.99,2286.29,2920.05,3265.37,3029.12,3377.72,1574.5,1391.03,1068.68,2311.24
BJ-0102833,Amanda,Martin,jbennett@example.org,393-408-7879x09128,1017,Business,2021-10-31,44542.88,270,164.97,2026-01-09,11850.85,4964.81,4397.44,3085.31,3107.38,6030.31,6926.11,4779.41,2277.75,1435.61,1143.64,2034.02
BJ-0102834,Rachel,Robinson,diaztimothy@example.org,(762)825-1933,1004,Business,2025-08-16,2554.23,13,196.48,2026-01-19,567.13,154.01,244.28,154.71,251.32,350.1,258.67,235.88,127.91,79.66,71.67,122.25
BJ-0102835,William,Roberts,tonywhite@example.net,(284)601-2520,1007,Club,2021-09-15,9210.6,113,81.51,2026-01-20,1359.38,962.68,1527.75,340.2,881.58,807.37,1106.39,655.39,391.44,371.63,265.3,459.63
BJ-0102836,Tina,Fernandez,hernandeztimothy@example.net,(266)578-3031x7294,1013,Business,2020-01-08,37745.45,442,85.4,2025-12-23,9002.62,2427.09,5431.01,2623.85,4142.09,3723.35,5967.93,3363.74,1477.37,2090.71,1278.7,1460.96
BJ-0102837,Christopher,Tucker,alyssa41@example.net,+1-267-699-1845x192,1023,Inner Circle,2024-07-23,9115.68,54,168.81,2026-01-05,1676.93,708.49,1406.71,581.8,514.74,716.0,1032.96,665.17,348.91,430.76,314.46,398.21
BJ-0102838,Michael,Clarke,christopher94@example.org,(768)445-9340x107,1013,Club,2026-01-05,36.03,1,36.03,2026-01-13,9.95,3.54,5.96,2.01,2.02,2.76,5.14,2.63,1.78,1.69,1.01,2.36
BJ-0102839,Theresa,Williamson,donaldsheppard@example.com,750.622.5931x2272,1006,Business,2022-06-12,31548.18,199,158.53,2025-11-07,4583.77,3194.97,3948.49,1847.8,2024.56,3682.39,3259.81,1974.02,1252.88,1148.3,1319.49,1164.13
BJ-0102840,Ashley,Diaz,colleen30@example.com,001-458-525-4677,1008,Club,2025-06-15,498.33,14,35.59,2026-01-11,83.31,36.38,53.57,32.22,28.32,66.06,58.31,45.12,31.49,20.39,11.43,26.89
BJ-0102841,Todd,Lee,moyerluis@example.org,(238)906-6267x94099,1001,Business,2023-01-02,20266.14,225,90.07,2025-09-28,3357.79,2254.1,1854.77,1235.38,1242.68,2458.22,3216.41,1531.77,930.88,1096.88,457.36,955.84
BJ-0102842,Geoffrey,Mccarty,porterjoshua@example.org,361.745.4402,1018,Club,2022-02-04,14395.28,33,436.22,2026-01-12,3318.62,1492.14,1323.2,627.07,1594.52,1473.09,1850.32,1088.5,701.43,763.62,365.55,644.48
BJ-0102843,Maria,Burgess,ann14@example.net,(528)735-6022,1009,Club,2022-12-19,6120.05,76,80.53,2025-12-22,1492.35,457.68,826.75,392.46,461.13,444.24,514.58,637.41,331.27,282.82,205.22,250.4
BJ-0102844,Tony,Evans,nlopez@example.org,+1-605-584-6070,1015,Inner Circle,2024-11-19,4894.5,68,71.98,2025-12-24,1004.47,452.0,806.75,176.4,544.86,504.26,726.23,451.23,213.76,182.62,163.54,187.82
BJ-0102845,Tony,Obrien,kimrobert@example.org,8843563147,1014,Club,2022-09-27,11413.51,82,139.19,2026-01-11,1960.09,692.23,1129.92,476.61,1123.57,1556.14,1739.56,1273.33,416.91,329.83,403.52,409.7
BJ-0102846,Brendan,Nichols,vward@example.net,837-799-7881x66809,1013,Club,2024-11-19,4285.86,23,186.34,2026-01-03,820.38,372.36,498.13,223.74,349.45,499.81,389.29,469.61,165.43,160.58,90.79,272.41
BJ-0102847,Susan,Kemp,tmitchell@example.net,932.217.7854x5747,1016,Inner Circle,2014-12-29,42140.08,646,65.23,2025-10-18,7862.62,4598.14,6568.9,1696.76,3373.71,4261.54,6941.18,4236.53,2668.16,1614.26,1500.45,1947.22
BJ-0102848,Dana,Peterson,andrea83@example.com,+1-356-343-2754,1002,Club,2023-01-14,25164.11,67,375.58,2026-01-06,4263.4,1585.14,2716.76,1029.58,1751.03,3377.85,4050.47,1766.48,1058.76,1024.86,879.32,1002.22
BJ-0102849,Michael,Kennedy,mcintyresarah@example.com,(426)269-9818x0527,1019,Club,2024-09-06,2576.83,18,143.16,2025-12-31,399.97,278.74,414.45,138.87,253.73,259.23,382.19,179.38,171.64,129.04,93.76,162.78
BJ-0102850,Raymond,Velasquez,xball@example.com,001-760-566-4932x375,1005,Club,2021-04-12,10134.43,139,72.91,2025-12-31,2738.78,977.38,1610.52,458.05,952.15,1402.34,1371.25,810.36,447.88,373.08,255.91,604.02
BJ-0102851,Laurie,Perez,bakerjohn@example.org,(748)559-2820x666,1007,Club,2023-08-18,9721.54,30,324.05,2025-12-28,1471.46,677.19,1602.16,487.23,582.88,819.13,1492.42,957.88,414.25,299.85,220.36,510.27
BJ-0102852,Sabrina,Mack,bradleyandrew@example.net,300-903-2666,1004,Inner Circle,2017-02-27,78172.0,474,164.92,2026-01-09,17558.71,5757.02,9590.62,3348.68,6836.4,9614.35,9379.52,6057.46,3424.85,2896.83,2232.69,3591.85
BJ-0102853,William,Sullivan,kyle99@example.org,(327)476-5029x4250,1013,Club,2023-11-09,9105.03,41,222.07,2026-01-06,2541.56,670.44,1020.24,538.29,940.49,758.42,1418.51,966.96,444.51,322.9,267.8,378.15
BJ-0102854,Darren,Frye,james59@example.org,519.276.6162x4293,1007,Club,2021-09-20,35807.73,81,442.07,2026-01-17,9639.19,3537.58,5237.24,1982.4,2461.74,2766.19,4094.89,2833.0,2207.05,1151.13,1366.2,1808.33
BJ-0102855,Kathryn,Wells,wilsonsteven@example.com,260-983-4864x9175,1007,Club,2021-08-07,24757.91,116,213.43,2026-01-11,4237.58,1422.0,2674.77,1000.93,1863.12,2093.57,2281.46,2533.83,1048.01,945.42,520.89,1535.23
BJ-0102856,James,Mcfarland,jeffreyvincent@example.net,349.276.2174,1005,Business,2022-06-08,26154.31,256,102.17,2026-01-16,4345.94,2638.5,2861.16,1235.45,2423.42,2533.49,2233.14,2913.4,1133.87,911.27,622.81,1060.0
BJ-0102857,Jeffrey,Bailey,daniel48@example.net,001-866-289-8239x7327,1006,Club,2025-04-02,1948.03,17,114.59,2025-12-16,397.5,217.58,263.28,127.37,166.31,158.42,325.18,180.62,78.32,94.91,58.87,124.25
BJ-0102858,Heather,Mcmillan,xlewis@example.com,(401)721-9914x995,1014,Business,2019-05-01,56898.8,314,181.21,2026-01-06,13973.34,3573.08,4851.23,2163.53,4579.63,5584.37,5658.19,3324.81,3369.74,1908.38,2364.13,2197.47
BJ-0102859,Barbara,Young,millerashley@example.com,697-705-9445x991,1002,Inner Circle,2016-05-08,21010.6,324,64.85,2026-01-18,5396.29,1852.77,2168.17,1025.52,1913.49,1518.61,1931.19,2304.0,1234.34,998.34,486.45,906.67
BJ-0102860,Adam,Johnson,williamwade@example.org,+1-671-836-0421x2100,1004,Club,2021-10-16,8360.85,59,141.71,2025-12-10,1413.81,862.84,849.77,494.73,655.45,1023.89,999.71,602.4,573.85,411.72,320.89,384.19
BJ-0102861,Michael,Miller,foxandrea@example.com,625-656-8622x2905,1011,Club,2023-10-05,4828.74,72,67.07,2026-01-09,813.12,285.56,454.93,290.64,393.66,643.8,554.27,298.17,332.68,189.38,187.41,176.79
BJ-0102862,Andrew,Richmond,mjimenez@example.net,(693)969-0706,1019,Club,2025-01-31,924.57,24,38.52,2026-01-04,254.91,99.36,126.59,48.86,78.51,112.3,115.21,102.85,55.35,32.05,32.2,48.04
BJ-0102863,Katherine,Richmond,staceychen@example.net,+1-551-275-2047x70048,1018,Club,2021-10-05,6162.42,185,33.31,2025-12-29,1632.85,670.77,670.42,413.93,419.82,493.65,804.85,665.23,227.42,263.66,217.22,376.46
BJ-0102864,David,Hutchinson,michaellewis@example.org,543.683.2622x506,1007,Inner Circle,2022-04-19,17724.8,118,150.21,2026-01-04,4102.83,1910.32,1896.31,775.36,1702.95,1252.08,2730.95,1369.06,1179.74,847.95,667.29,726.58
BJ-0102865,Rachel,Frazier,paulahall@example.org,246-746-7503,1012,Business,2022-04-16,16276.71,204,79.79,2026-01-04,2941.16,1101.04,2731.88,1131.18,1024.81,1361.29,1398.64,1427.61,960.4,754.04,430.68,685.5
BJ-0102866,Christopher,Stewart,bryanrichards@example.org,2102443305,1006,Inner Circle,2022-12-06,12487.92,185,67.5,2026-01-17,2009.01,1390.66,1400.99,644.64,1116.57,1617.74,2043.39,955.95,622.2,402.45,311.98,752.74
BJ-0102867,Leah,Wilkins,alvaradomary@example.net,7087768486,1014,Club,2025-02-20,2315.93,8,289.49,2026-01-08,444.79,162.72,280.03,149.88,236.61,306.96,359.83,172.51,129.06,116.38,89.44,113.62
BJ-0102868,Francisco,Lopez,hgonzales@example.com,255.364.4292x775,1011,Club,2023-08-30,7206.0,45,160.13,2025-12-31,1836.14,453.91,994.36,292.97,463.42,731.02,899.21,445.55,381.29,237.38,234.65,462.08
BJ-0102869,Michael,Zimmerman,rcollins@example.org,(521)366-0952,1019,Inner Circle,2021-04-16,18392.0,247,74.46,2025-12-26,2814.59,1592.1,2589.42,1075.59,1790.31,1824.78,2719.11,1517.01,851.59,680.78,454.08,1107.57
BJ-0102870,Shannon,Barker,juliesimon@example.net,657.277.9312,1009,Club,2025-12-06,147.28,3,49.09,2026-01-09,26.28,11.38,23.89,7.55,12.43,17.16,17.96,11.81,10.18,7.47,5.26,7.63
BJ-0102871,Patrick,Sanford,othomas@example.org,855.733.7347x7630,1004,Club,2022-07-03,4060.75,58,70.01,2025-12-29,739.58,293.15,435.95,165.24,422.56,359.75,579.42,250.07,246.64,130.45,98.82,260.31
BJ-0102872,Douglas,Khan,tesparza@example.net,(799)315-8973x0378,1014,Club,2025-12-08,201.99,1,201.99,2025-09-16,48.02,11.92,25.08,13.8,17.4,19.95,17.07,14.21,10.1,7.79,6.1,7.24
BJ-0102873,Erica,Walter,dana29@example.net,001-736-887-6190x750,1017,Club,2025-08-26,901.85,12,75.15,2026-01-11,238.49,70.65,112.08,34.27,85.48,108.09,106.71,95.4,33.1,33.02,22.86,53.59
BJ-0102874,Michael,Barton,linda07@example.com,+1-281-388-6961x158,1001,Business,2018-09-07,40327.28,217,185.84,2026-01-18,10234.67,3716.63,5179.89,2321.39,3071.63,4115.28,5800.84,3766.09,2249.2,1184.73,1090.6,2263.22
BJ-0102875,Samuel,Martinez,fmckee@example.net,(468)231-5624,1020,Club,2023-06-30,4938.84,44,112.25,2025-11-11,924.59,313.7,418.85,289.87,294.66,458.09,778.13,408.8,325.56,146.79,191.19,333.88
BJ-0102876,Nancy,Jones,powellkayla@example.com,(990)354-3526x82194,1003,Club,2023-01-02,9869.48,91,108.46,2026-01-02,2705.22,782.58,1136.04,548.13,844.37,1003.22,1245.7,607.1,668.38,345.53,325.43,357.69
BJ-0102877,David,Wright,cmccarthy@example.net,632.257.5921x2303,1003,Business,2022-09-16,15132.52,196,77.21,2025-12-22,3260.01,1065.7,1702.23,876.33,1137.01,1820.42,1634.5,1496.09,887.12,513.58,333.68,1022.31
BJ-0102878,Stephanie,Harris,ramoskimberly@example.org,001-904-563-1186x7019,1014,Inner Circle,2017-12-13,18080.58,337,53.65,2025-11-08,5039.12,1790.17,1916.05,943.78,1982.48,1953.97,2155.58,1050.56,1002.88,952.6,585.79,1127.55
BJ-0102879,Kevin,Phillips,danielrodriguez@example.org,(654)370-9973,1006,Club,2022-10-20,13292.47,53,250.8,2026-01-11,2763.82,1222.25,1901.67,895.49,1340.45,1263.61,1599.08,1417.04,591.28,493.09,471.5,516.78
BJ-0102880,Laurie,Randolph,heather76@example.com,001-671-786-2943x68131,1005,Business,2019-12-11,51796.19,341,151.89,2026-01-10,8588.38,4819.52,8265.14,1875.4,4839.39,4673.9,5978.42,3588.74,3455.49,2735.29,1745.57,1842.02
BJ-0102881,Karen,Campbell,osbornemaria@example.org,484.958.4584x022,1012,Inner Circle,2024-11-28,6193.2,47,131.77,2026-01-19,1085.66,371.3,953.57,225.31,674.9,481.7,966.39,429.1,359.98,232.74,138.81,375.09
BJ-0102882,Gina,Anderson,hendersonryan@example.com,(752)379-3444,1015,Club,2024-08-26,6392.22,32,199.76,2025-12-17,1188.44,397.36,960.21,405.57,367.31,503.89,983.79,572.96,325.04,326.95,167.26,296.41
BJ-0102883,Richard,Burns,cameronflowers@example.net,206.634.4371,1025,Inner Circle,2022-08-07,27439.83,168,163.33,2026-01-08,6720.7,1726.34,3375.75,1170.17,2557.55,2611.87,4259.92,2240.82,1475.66,1451.34,1019.12,1737.2
BJ-0102884,Jessica,Reed,jacob37@example.org,434-797-2486x89832,1003,Club,2021-11-21,10609.18,82,129.38,2025-09-29,1778.7,693.15,1499.21,433.41,898.92,937.6,919.39,633.98,420.12,459.03,269.9,686.76
BJ-0102885,Jeffrey,Johnson,sethgriffin@example.net,(990)933-8471x3705,1001,Inner Circle,2024-03-28,7869.69,56,140.53,2026-01-17,1212.6,842.41,748.56,298.3,467.07,994.89,1090.66,774.27,469.61,433.63,292.26,380.81
BJ-0102886,Ian,Miller,tiffanysolomon@example.org,001-640-723-4203x3873,1007,Inner Circle,2022-10-17,9767.02,179,54.56,2025-12-26,1606.88,1049.95,1198.85,623.05,868.81,1092.91,823.06,553.93,437.14,289.63,261.96,553.11
BJ-0102887,Michael,Johnson,martinezlee@example.net,(638)336-6694x36586,1003,Inner Circle,2025-01-31,9880.52,59,167.47,2026-01-16,1830.86,775.92,1348.0,680.88,893.65,772.79,1579.08,680.37,619.23,483.49,293.61,526.4
BJ-0102888,Heather,Morris,francojenna@example.com,655-432-9677x3759,1025,Inner Circle,2021-04-28,13235.63,214,61.85,2026-01-05,3703.18,1019.94,2067.22,476.92,1206.74,929.56,1672.7,1287.13,751.09,603.2,368.73,756.82
BJ-0102889,Deborah,Fox,arodriguez@example.com,734.628.0911,1002,Club,2023-10-06,9962.4,60,166.04,2025-12-24,1976.72,785.31,1366.44,661.66,920.56,881.73,952.16,1103.65,454.74,408.99,212.84,631.53
BJ-0102890,Gerald,Jacobs,wbryant@example.com,+1-449-811-4065x47651,1009,Club,2024-09-16,4675.3,16,292.21,2026-01-02,805.76,348.43,400.54,219.48,476.79,480.84,465.62,443.72,167.18,151.14,155.34,273.66
BJ-0102891,Deborah,Hill,ellislinda@example.com,538-534-5629,1023,Club,2023-06-20,3639.28,53,68.67,2025-10-28,828.74,405.38,439.51,139.47,350.01,483.37,513.69,305.14,158.77,147.35,108.69,250.0
BJ-0102892,Robert,Rivera,heather22@example.net,809.947.6059,1001,Inner Circle,2017-09-05,42386.63,355,119.4,2026-01-09,6879.0,4247.18,5567.63,2827.54,4446.09,4676.79,5533.92,2732.31,1573.17,2055.7,1435.37,2663.49
BJ-0102893,Michael,Farmer,jacksonanne@example.net,+1-433-744-1467x96938,1014,Business,2021-04-27,23803.64,335,71.06,2025-11-12,3784.94,2053.44,2775.83,1498.59,1339.73,2633.33,3031.12,2465.69,1313.48,1330.12,513.14,1252.67
BJ-0102894,Craig,Mitchell,sarasosa@example.com,+1-629-908-3116x8674,1009,Club,2024-05-31,3482.1,19,183.27,2026-01-16,974.49,255.28,492.36,203.67,362.17,402.06,426.52,255.61,239.99,130.23,91.78,218.48
BJ-0102895,Alicia,Cole,aaronbrown@example.org,969-344-1826,1004,Inner Circle,2020-05-05,29614.78,242,122.38,2026-01-04,5685.38,1757.12,4107.07,1344.2,1927.18,4063.81,2673.66,2299.68,1674.54,1652.97,673.19,2002.05
BJ-0102896,Glenda,Reeves,jeremy98@example.net,740.354.1919x994,1005,Club,2023-07-29,6236.32,111,56.18,2026-01-13,1585.75,587.47,974.92,266.86,565.92,808.02,550.28,541.52,377.0,239.5,177.26,225.32
BJ-0102897,Keith,Myers,david74@example.org,351-222-8589x3708,1007,Inner Circle,2024-03-18,7184.62,75,95.79,2026-01-18,1252.94,547.41,1045.75,361.02,427.76,677.64,669.71,487.59,283.98,396.71,283.66,408.61
BJ-0102898,Frances,Walker,hawkinstina@example.org,7496246012,1014,Inner Circle,2022-12-22,12161.41,199,61.11,2026-01-01,2943.29,705.79,1200.9,701.11,1307.41,1071.02,1174.46,1310.88,793.98,650.32,287.24,818.76
BJ-0102899,Jessica,Sosa,zsantana@example.org,950-281-0866,1002,Inner Circle,2022-01-24,28796.26,154,186.99,2026-01-08,5308.91,1805.61,4135.42,1540.56,1678.84,3371.38,4502.76,2863.51,1939.83,1078.74,657.99,1727.62
BJ-0102900,David,Lane,ngeorge@example.com,906-842-8235x984,1015,Club,2022-05-25,13570.66,74,183.39,2026-01-11,2660.67,1081.42,2057.17,601.86,842.61,1156.99,1715.99,1193.5,508.51,495.25,498.52,884.62
BJ-0102901,Amanda,Marsh,tammy84@example.org,(512)934-9605,1003,Inner Circle,2025-06-06,1943.94,17,114.35,2026-01-10,297.93,197.7,298.31,102.85,171.18,154.12,208.46,122.03,82.62,75.9,68.66,117.57
BJ-0102902,Steven,Perez,peterjoseph@example.org,(611)938-8705x7162,1011,Inner Circle,2014-07-25,38607.72,439,87.94,2026-01-02,6294.29,3703.81,4139.94,1522.05,3550.12,3994.36,3318.39,4304.24,1867.76,1789.3,1608.21,2208.77
BJ-0102903,William,Maynard,carrolljonathan@example.org,869-894-8385x601,1005,Inner Circle,2022-11-06,6065.95,166,36.54,2026-01-18,1562.19,424.48,673.89,249.16,477.0,720.91,991.22,522.71,276.05,256.44,143.65,356.07
BJ-0102904,Kathleen,Gibson,vrose@example.org,001-524-497-5393x0361,1004,Inner Circle,2020-02-03,24118.66,290,83.17,2026-01-07,5301.39,2052.43,2045.13,1472.26,1404.87,1820.02,3468.24,2223.3,1026.0,1122.94,516.1,1078.9
BJ-0102905,Kristen,Schaefer,ojoyce@example.com,001-374-923-6837x8037,1018,Club,2022-12-11,14265.64,109,130.88,2025-07-28,2090.31,799.91,1961.7,610.17,915.47,1599.17,1688.6,1157.98,566.21,500.58,329.24,666.55
BJ-0102906,Amanda,Stephens,zmitchell@example.org,001-520-846-5456x566,1007,Club,2021-06-01,7235.99,120,60.3,2026-01-03,1157.92,664.54,897.69,403.62,553.65,659.51,1171.76,763.23,284.61,334.77,206.33,396.99
BJ-0102907,James,Mccarthy,clarkchristine@example.net,(923)404-2103,1003,Inner Circle,2023-01-17,9789.07,100,97.89,2025-08-25,2737.08,1020.2,1332.73,448.43,638.11,1194.99,990.14,773.73,523.93,299.46,365.79,665.12
BJ-0102908,Amanda,Hart,tyronewilliams@example.org,(733)257-9377,1023,Club,2025-07-28,1152.98,10,115.3,2025-12-31,191.55,103.3,156.26,44.84,80.95,105.51,180.11,102.24,50.2,42.29,27.75,42.14
BJ-0102909,Brittany,Frazier,christinebarron@example.org,737.204.5740,1016,Club,2021-06-16,11930.94,73,163.44,2026-01-09,1787.21,972.79,1281.77,542.12,915.82,1102.97,1665.86,673.11,570.53,649.57,315.16,677.04
BJ-0102910,Janice,Guzman,schaeferchristopher@example.org,+1-428-823-6964x938,1011,Club,2025-09-03,4596.58,4,1149.14,2026-01-19,696.8,383.94,658.71,289.13,257.63,541.26,755.12,445.38,228.29,241.45,181.34,271.6
BJ-0102911,Ana,Watts,sheilahart@example.org,(873)361-4047x61945,1001,Club,2023-11-10,11910.53,43,276.99,2025-12-24,1940.98,1048.84,1178.84,623.02,1092.81,1159.34,1895.75,1261.4,638.12,527.08,250.8,557.74
